media_id,url,name,pub_country,pub_state,primary_language,subject_country,media_type,public_notes,is_monitored,editor_notes
7,"http://www.nypost.com/","NY Post","USA","US-NY","en","United States","print_native",,True,
51,"http://www.bostonherald.com/","Boston Herald","USA","US-MA","en","United States","print_native",,True,
61,"http://www.tennessean.com/apps/pbcs.dll/frontpage","The Tennessean",,,"en","United States",,,False,
64,"http://www.lvrj.com/","Las Vegas Review-Journal ","USA","US-NV","en","United States","print_native",,False,
75,"http://www.app.com/apps/pbcs.dll/frontpage","Asbury Park Press ",,,"en","United States",,,False,
101,"http://www.washingtontimes.com/","Washington Times","USA","US-DC","en","United States","print_native",,False,
106,"http://www.delawareonline.com/apps/pbcs.dll/frontpage","The News Journal - New Castle, DA",,,"en","United States",,,False,
109,"http://powerlineblog.com","Power Line",,,"en","United States",,,False,
114,"http://www.rightwingnews.com","Right Wing News",,,"en","United States",,,False,
116,"http://pajamasmedia.com","Pajamas Media ",,,"en","United States",,,False,
117,"http://hotair.com","Hot Air  ","USA",,"en","United States","digital_native",,False,
133,"http://radaronline.com/exclusives/","Radar Online",,,"en","United States",,,False,
230,"http://tammybruce.com","Tammy Bruce",,,"en","United States",,,False,
304,"http://www.freerepublic.com/tag/*/index","Free Republic",,,"en","United States",,,False,
350,"http://www.gopusa.com","GOPUSA ",,,"en","United States",,,False,
622,"http://www.dickmorris.com/blog/","DickMorris.com",,,"en","United States",,,False,
759,"http://www.townhall.com/blog/","Townhall",,,"en","United States",,,False,
805,"http://www.fitsnews.com/category/sc-politics/","FITSNews For Now",,,"en","United States",,,False,
871,"http://michellemalkin.com/","Michelle Malkin ",,,"en","United States",,,False,
1092,"http://www.foxnews.com/","FOX News","USA","GA","en","United States","video_broadcast",,True,
1118,"http://www.bostonmagazine.com/index.html","Boston Magazine ",,,"en","United States",,,False,
1125,"http://newsbusters.org","NewsBusters","USA",,"en","United States","digital_native",,False,
1129,"http://jihadwatch.org","Jihad Watch",,,"en","United States",,,False,
1198,"http://www.nbcdfw.com/","kxas nbc 5","USA","US-TX","en","United States","video_broadcast",,True,
1747,"http://www.dailymail.co.uk/home/index.html","Daily Mail","GBR",,"en","none",,,True,
1754,"http://www.thesun.co.uk/sol/homepage/","The Sun | The Best for News, Sport, Showbiz, Celebrities & TV | The Sun| The Sun","GBR",,"en","United Kingdom of Great Britain and Northern Ireland","print_native",,False,
1759,"http://rian.ru","Главные новости часа | Лента новостей ""РИА Новости""","RUS",,"ru","United States",,,False,
4422,"http://dilbert.com/","Dilbert Daily Strip",,,"en","United States",,,False,
5900,"http://pajamasmedia.com/instapundit","Instapundit",,,"en","United States",,,False,
6173,"http://www.amazon.com/gp/goldbox","Amazon.com Gold Box Deals",,,"en","United States",,,False,
6270,"http://www.judicialwatch.org","Judicial Watch",,,"en","United States",,,False,
6307,"http://www.shark-tank.net","The Shark Tank",,,"en","United States",,,False,
6322,"http://www.collinsreport.net","Collins Report",,,"en","none",,,False,
6338,"http://www.westernjournalism.com","Western Journalism Center",,,"en","United States",,,False,
6443,"http://www.washingtonexaminer.com/politics","Washington Examiner","USA",,"en","United States",,,False,
6805,"http://www.shallownation.com","Shallow Nation",,,"en","United States",,,False,
17970,"http://gop.com","RNC",,,"en","United States",,,False,
18174,"http://www.siouxcityjournal.com/","Sioux City Journal","USA","US-IA","en","United States","print_native",,False,
18468,"http://www.activistpost.com","activistpost.com",,,,,,,False,
18515,"http://www.infowars.com","InfoWars",,,"en","United States",,,False,
18559,"https://plus.google.com","plus.google.com","USA",,,,,,False,
18620,"http://www.fbi.gov","FBI",,,,,,,False,
18689,"http://www.canadafreepress.com","canadafreepress.com","CAN",,"en","United States","digital_native",,False,
18775,"http://dailycaller.com","Daily Caller","USA",,"en","United States","digital_native",,False,
19082,"http://pjmedia.com","PJMedia","USA",,"en","United States","digital_native",,False,
19091,"http://patdollard.com","patdollard.com",,,,,,,False,
19148,"http://www.prisonplanet.com","prisonplanet.com",,,,,,,False,
19154,"http://www.dropbox.com","dropbox.com",,,"en","United States",,,False,
19322,"http://www.nbc.com","NBC",,,,,,,False,
19334,"http://www.breitbart.com","Breitbart","USA",,"en","United States","digital_native",,False,
19650,"http://www.gopetition.com","gopetition.com",,,,,,,False,
19675,"http://www.americanthinker.com","American Thinker",,,,,,,False,
19697,"http://www.lifesitenews.com","lifesitenews.com",,,,,,,False,
19763,"http://townhall.com","townhall.com","USA",,"en","United States","digital_native",,False,
20182,"http://www.numbersusa.com","numbersusa.com",,,,,,,False,
20357,"http://cnsnews.com","CNS News","USA",,"en","United States","digital_native",,False,
20647,"http://legalinsurrection.com","legalinsurrection.com",,,,,,,False,
20737,"http://www.ebay.com","ebay.com",,,,,,,False,
20781,"http://www.spreaker.com","spreaker.com",,,,,,,False,
20918,"http://www.israelnationalnews.com","israelnationalnews.com","ISR",,"en","none","video_broadcast",,False,
20973,"http://www.fireandreamitchell.com","fireandreamitchell.com",,,,,,,False,
21290,"http://personalliberty.com","personalliberty.com",,,,,,,False,
21509,"http://www.zerohedge.com","Zero Hedge","USA",,"en","United States","digital_native",,False,
21515,"http://www.foxbusiness.com","Fox Business",,,"en","United States",,,False,
21606,"http://www.usa.gov","usa.gov",,,,,,,False,
21755,"http://jonathanturley.org","jonathanturley.org",,,,,,,False,
21760,"http://thenewamerican.com","thenewamerican.com",,,,,,,False,
21868,"https://secure.piryx.com","secure.piryx.com",,,,,,,False,
21894,"http://conservativepapers.com","conservativepapers.com",,,,,,,False,
21919,"http://spectator.org","The American Spectator","USA",,,,"print_native",,True,
22088,"http://www.theblaze.com","The Blaze","USA",,"en","United States","digital_native",,False,
22193,"http://www.speaker.gov","speaker.gov",,,,,,,False,
22294,"http://investmentwatchblog.com","investmentwatchblog.com",,,"en","United States",,,False,
22387,"http://www.fox13now.com","fox13now.com","USA","US-UT","en",,"video_broadcast",,False,
22615,"http://www.rense.com","rense.com",,,,,,,False,
22912,"http://www.glennbeck.com","glennbeck.com",,,,,,,False,
23297,"http://www.familysecuritymatters.org","familysecuritymatters.org",,,,,,,False,
24030,"http://www.naturalnews.com","naturalnews.com",,,,,,,False,
24641,"http://www.vdare.com","VDARE",,,"en","United States",,,False,
24667,"http://twitchy.com","Twitchy",,,"en","United States",,,False,
24669,"http://www.rushlimbaugh.com","rushlimbaugh.com",,,"en","United States",,,False,
24674,"http://www.aim.org","aim.org",,,,,,,False,
24707,"http://www.therightscoop.com","Right Scoop",,,"en","United States",,,False,
24727,"http://www.soopermexican.com","soopermexican.com",,,"en","United States",,,False,
24753,"http://weaselzippers.us","weaselzippers.us",,,"en","United States",,,False,
24791,"http://noisyroom.net","noisyroom.net",,,,,,,False,
24799,"http://theobamafile.com","theobamafile.com",,,,,,,False,
24802,"http://www.nraila.org","nraila.org",,,,,,,False,
24807,"http://www.sunshinestatenews.com","sunshinestatenews.com","USA","US-FL","en",,"digital_native",,False,
24829,"http://theconservativetreehouse.com","Conservative Treehouse",,,"en","United States",,,False,
24934,"http://www.usgovernmentspending.com","usgovernmentspending.com",,,,,,,False,
25033,"http://www.humanevents.com","humanevents.com",,,,,,,False,
25049,"http://www.steynonline.com","steynonline.com",,,,,,,False,
25209,"http://www.rasmussenreports.com","rasmussenreports.com",,,,,,,False,
25216,"http://sanfrancisco.cbslocal.com","sanfrancisco.cbslocal.com","USA","US-CA","en",,"video_broadcast",,False,
25250,"http://www.wral.com","wral.com","USA","US-NC","en",,"video_broadcast",,False,
25349,"http://www.newsmax.com","NewsMax","USA",,"en","United States","digital_native",,False,
25426,"http://www.boortz.com","boortz.com",,,"en","United States",,,False,
25433,"http://yidwithlid.blogspot.com","yidwithlid.blogspot.com",,,"en","United States",,,False,
25444,"http://www.thegatewaypundit.com","GatewayPundit",,,"en","United States",,,False,
25527,"http://frontpagemag.com","frontpagemag.com",,,,,,,False,
25528,"http://directorblue.blogspot.com","directorblue.blogspot.com",,,"en","United States",,,False,
25634,"http://market-ticker.org","market-ticker.org",,,,,,,False,
25638,"http://whatreallyhappened.com","whatreallyhappened.com",,,,,,,False,
25649,"http://freebeacon.com","Free Beacon",,,,,,,False,
25707,"http://godfatherpolitics.com","godfatherpolitics.com",,,,,,,False,
25717,"http://conservativebyte.com","conservativebyte.com",,,"en","United States",,,False,
25750,"http://foxnewsinsider.com","FoxNewsInsider",,,"en","United States",,,False,
25772,"http://patriotupdate.com","patriotupdate.com",,,"en","United States",,,False,
25776,"http://www.anncoulter.com","anncoulter.com",,,,,,,False,
25859,"http://www.billoreilly.com","billoreilly.com",,,,,,,False,
25892,"http://buchanan.org","buchanan.org",,,,,,,False,
25926,"http://www.jammiewf.com","jammiewf.com",,,"en","United States",,,False,
25937,"http://denver.cbslocal.com","denver.cbslocal.com","USA","US-CO","en",,"video_broadcast",,False,
26063,"http://www.torontosun.com","torontosun.com","CAN","CA-ON","en","none","print_native",,False,
26524,"http://www.liveleak.com","liveleak.com",,,,,,,False,
26614,"http://www.cbn.com","CBN",,,,,,,False,
26779,"http://www.trevorloudon.com","trevorloudon.com",,,"en","United States",,,False,
26799,"http://www.express.co.uk","express.co.uk","GBR",,"en","United Kingdom of Great Britain and Northern Ireland","print_native",,False,
26856,"http://www.newswithviews.com","newswithviews.com",,,,,,,False,
26864,"http://www.independentsentinel.com","independentsentinel.com",,,,,,,False,
27011,"http://www.investors.com","Investors","USA","US-CA","en","United States","print_native",,False,
27081,"http://redalertpolitics.com","redalertpolitics.com",,,"en","United States",,,False,
27107,"http://ballotpedia.org","ballotpedia.org",,,,,,,False,
